614caaddfee3dd45cd101a8f41d8e65c	M000088745
9265121f0fbc2c77e4635221986d8fed	M000090861
6a199e3e5601ea91ab51051819e0b17e	E000114184
413fe26286b8591ad028a84982ab7dd0	M000095065
34b7368cf2ae8a34d683d111ffd80e1a	E000443170
344c9969a7d44f153a8e08dd7fec545b	E000166310
5e5a76bde951581ddc672589e67f0362	E000416941
89b011b5c7af84a034b1827702c5cf0b	E000990317
4b992116468a0c9b63bfc5dacffa30a7	E000800412
6eed9773701784814b26099cda581c0c	E000364149
db3a916d8633eadcb840f2cfeb9427c6	E000699285
7242ae5f18e8ac63026fd7c615035eae	E001035537
b7b2822b8c35eec5b941bf529540da48	E000827258
300293555731cbe2276ad336a13f8b18	M000121426
6992f2f6119096597a91e7f201a4207b	E001147504
ae3c9be259ffbccbf5793affe9798895	E000549896
374743b50048cfa1c3add4b187c0182e	E000381663
0f64937f361510d3e0d1956b3af4625f	E000548588
568d70643fd4b5dce501b438713742f8	E000768142
ad20249aa5f236f3140f85879fa35a39	E001001184
7113eef8fca3fcf75dcf417914c591b5	E000056908
0465f6de9be3c1277ecaff99ce0a53c8	M000066268
54c5bd9e95f8e0adc815d64b41256829	E000703057
01fa0d8535ac5f5e7fe614ed09c60131	E001110738
906354c1d0fa5bf28bd80e0b22755584	E001041437
807af9d05c094ea3facd60cf2fb197c9	E000034022
aaa07672c3780dc511015bea9a2ec865	P000228399
60d93bf31a57d052fbdb304d19699678	E000824098
e79621e46e72ef5fb1db3b41a80205d7	E000844360
d7d75718837e3f83ec5647d8814703d3	M000144540
39cd487af7f0d23ce2435250dbd18aea	E000976079
9d82d3a60ecdbcf0c03e4bbd4501635b	M000136609
abfa91c2646f1e98ff6c156859ea6ecf	E000904995
dbd6a725d8174fc67ecc9429af3c601a	M000145967
ec751c1c1fae85cbd2dcf35366120ea5	M000119107
ac5607b3537dd6264daa95ed414fdc6e	E000813336
8ae010ae9e78052ae54666f34f8a1060	E000880113
40e2b0b5b4c57f63aa54835b7c8d1324	E000959984
8f881eeea0f28010a42416bb1570c372	E000121776
b3a045f90d02ea2ea6f7af63839b4077	E000773380
1ee059d1b84dc093591c0fb601199295	E000732904
5d54e9bb2791b5fe59a4f04174df6e99	E000976250
fa2377db8b0ef9a1250d46b9290012a6	E000655957
b6521f45a993c12a58492fcc636bddfa	P000099869
5afbd79937573ac1a8004d28ed20e40a	E000325439
f1e80fac1bc4b0a5ebc0fb099e65fc33	E000657401
18026ee5c7d86625985be5db3c89e14b	P000127292
5db1a612cc38dfa0e435e615005d4288	E000344655
ccdf8491eae17fbba622491580b9a703	E001111507
f19d59cc85b912791bcb9abec09b609b	E000779449
6e32de035c7633f762a39a677bf9866c	E000822435
a492ea0a1fc8d842443114129547972d	E000016912
06dcc2737b41d24941a67456c0ab5a69	E000889551
753169e3776869670bd0f4ce8ae32f41	E001090775
4cda0be08a4813262a26d721a2b87d31	M000104487
b1f2e23bb43c1b75ed5dff1f156be635	E000709453
bb5036643ef005b425f1b7c03d9093d3	E000555334
97f93f6ab415789a6f5da9e74529843a	M000110032
07e098680ba90382e2c5dc39ec9d2aff	E000928454
e345ac9cdee2f492458369cba3d2c91a	P000118779
9e74d8c69cd5a29869f43b6af7cf9196	E000695205
ad3c36d8e2e258d5cb00a7d32e604aa5	E001156646
b4a39366a9b6faadc4f33cb65b850418	M000084806
78c992e9ecc0cd5a98db53a3a686d484	P000134323
253fcb3add76557632ad1703ea60c1d8	E000960787
b638e3b0d62df6f1f99a2a07de866672	E000229508
3d713f4df69159e4551cee7e5d9c196e	P000158264
37822bda652d19dd8848b8f8e40e14c4	E000150373
9fafeb4b290807b5a4f71967335c43d6	E000728220
d4afb0eb0d8b2dee64ec71018b68016d	M000145856
645564660349a1b2fbf33abde385130b	M000076514
a5a84262bac059028cccbf12b3a15785	P54574
3431a7f83bd9f59bf5b5cd2acbf4700d	E000980024
3c6e2abd2807d3e78ba745ded1111ba6	E000550846
a46fe529daee2acdba359ac0f4b68024	E001076975
43cdc9d756ad4c193fe688804067df53	M43945
cf17dddcad24872d08d57d8153775b61	E000786214
6e585c2e9d89d7f2717bb067f0c0026f	E000629349
50c06029c2072fbee1234a1def372aae	E000751027
d637f8a302bc173b62e929cae1efac07	E000768143
47f218c4d8fe47eeb17f62e52b3c87eb	E000976208
880740ce4f611030fca889b1bda1785c	M000057745
80dfa72da2810f840b0db17d92b132de	E001114581
eeae7c874e6034d20cb668ec87821a5a	E000467649
ca1c3e131e50014a1e44a331e9113c92	P000062909
6f3312462c3f3d32e78fd46aa5090a04	E000480548
6002811147ebae0d4332f17290f2770f	M000103649
e1ad8cd0e19f0bd56c32ec2e4f5891ba	M000083446
f3960574f15daa1fc78a4e3a98e28d55	E001021954
c1029fee25506a30c0816022d40887ab	E000161233
06f6fe21ae8e4c0bcc6215707cbbc08e	E000797057
2b5306e51b09a7d9edb00e2ffab2acd6	E000734783
236217980f7101f50b406d1fa8f7fb93	E000944164
70c8084f06a546b05263f903b006dfab	E001058603
50ae30abbcc8422dc00b57cad6918de0	E000447672
a7ce5f29ebe111af6f6d2d4adf96919c	E000862003
f59c7495b0b62bb53f06e1a3a2ed8fb3	E001083863
da910be03bf1c540ca59051bc9d542a4	M000145237
6e49b926cec3d7f12b1aa15277f5cac6	E001120051
a7627f4fbb0e2198d3d4fe28b96f977f	E001082643
eeacb1dc88ecc439b263377fefde6456	E000867547
2dc2ab87e239e34d04b16fc224d160a7	E000492142
40ee3e1207f5fd124616a534704f71c0	E000483555
fa4aa97266911d2e6e0c0eb5a51b270b	M000134550
b2535cf31a849d471c8cfc318b420324	M000087580
adc074ab6b8d118e87bc18e0b24ca65d	E000858938
dd67a481b811d4ed9fa1f6066e5d6cd5	E000574677
e1d76abe458dd1cfe0199984fffba26e	E000745830
ae6dbefb5a2b4edb2c02230963d30f4e	E000219506
031f407e57f3f57f88432df78a205553	E000564281
2755408632fd79dfffc5fd70dbeeaf20	E000744059
52c7b6918fbf013ad83498b211c666b4	E000475866
80b28bca62c7570c2cf101009a02f45d	M000145334
8c0235d61e57ea1231602f14f6365adc	M000146030
a2f0fb07e7f118f5d4c5ed0a53c6e0b1	E001117889
337b264f1c9298d0a7264a5b5b4d3c09	E000969621
6605dbf808af263e9755cc1111b60b14	E000631221
9a88b59b07269fafea87b905a2b370c3	P000077909
6a5641c716bfb19b2611896b8d91a321	E000522996
40cfeaae3c0678155092a2cc5fb89f82	E000143871
56d0977414cb352eccdc561e516eea76	E000134963
f8b70e62274b0391d1493d64b24ae54b	E000960801
bc60fe748898cdd0ff80720bdb91016c	E000844059
